Symbol,Date,Open,Close,Shortname,Sector,Weight,PcChangeDay
HBAN,2020-03-20,7.800000190734863,7.619999885559082,Huntington Bancshares Incorpora,Financial Services,0.0005410603083026,-2.31
HII,2020-03-20,169.67999267578125,159.32000732421875,"Huntington Ingalls Industries, ",Industrials,0.0002527671469336,-6.11
IBM,2020-03-20,96.4818344116211,91.19503021240234,International Business Machines,Technology,0.0037094866929541,-5.48
IEX,2020-03-20,125.41000366210938,116.4800033569336,IDEX Corporation,Industrials,0.0004120811351675,-7.12
IDXX,2020-03-20,193.9499969482422,183.2899932861328,"IDEXX Laboratories, Inc.",Healthcare,0.0009138966244423,-5.5
ITW,2020-03-20,138.8699951171875,125.77999877929688,Illinois Tool Works Inc.,Industrials,0.0017067018438371,-9.43
ILMN,2020-03-20,232.2400054931641,242.0,"Illumina, Inc.",Healthcare,0.0008737107467669,4.2
INCY,2020-03-20,67.26000213623047,66.95999908447266,Incyte Corporation,Healthcare,0.0005282214621654,-0.45
IR,2020-03-20,20.21999931335449,19.61000061035156,Ingersoll Rand Inc.,Industrials,0.0005057553540426,-3.02
INTC,2020-03-20,46.5099983215332,45.83000183105469,Intel Corporation,Technology,0.0044999506232296,-1.46
ICE,2020-03-20,73.7699966430664,72.98999786376953,Intercontinental Exchange Inc.,Financial Services,0.0015637296224976,-1.06
IP,2020-03-20,28.541667938232425,27.94507598876953,International Paper Company,Consumer Cyclical,0.00049251470211,-2.09
IPG,2020-03-20,14.25,12.520000457763672,"Interpublic Group of Companies,",Communication Services,0.0003272516374369,-12.14
IFF,2020-03-20,108.16999816894533,102.41000366210938,International Flavors & Fragran,Basic Materials,0.0008858070621276,-5.32
INTU,2020-03-20,217.72999572753903,201.83999633789065,Intuit Inc.,Technology,0.0032490589057518,-7.3
ISRG,2020-03-20,138.94667053222656,131.39666748046875,"Intuitive Surgical, Inc.",Healthcare,0.00214714396424,-5.43
IVZ,2020-03-20,9.960000038146973,8.550000190734863,Invesco Ltd,Financial Services,0.0002180554469335,-14.16
IQV,2020-03-20,91.79000091552734,91.66999816894533,"IQVIA Holdings, Inc.",Healthcare,0.0012129898237908,-0.13
IRM,2020-03-20,25.3799991607666,22.709999084472656,Iron Mountain Incorporated (Del,Real Estate,0.0004103472743455,-10.52
JBHT,2020-03-20,84.0,80.62999725341797,"J.B. Hunt Transport Services, I",Industrials,0.0005124243071576,-4.01
JKHY,2020-03-20,152.97000122070312,134.3300018310547,"Jack Henry & Associates, Inc.",Technology,0.0004060043553708,-12.19
J,2020-03-20,74.69999694824219,65.6500015258789,Jacobs Engineering Group Inc.,Industrials,0.000481436694662,-12.12
JNJ,2020-03-20,126.83000183105467,119.88999938964844,Johnson & Johnson,Healthcare,0.0137657920107437,-5.47
JCI,2020-03-20,26.690000534057617,24.90999984741211,Johnson Controls International ,Industrials,0.0009851870694526,-6.67
JPM,2020-03-20,86.30000305175781,83.5,JP Morgan Chase & Co.,Financial Services,0.0101728282676751,-3.24
JNPR,2020-03-20,18.290000915527344,17.639999389648438,"Juniper Networks, Inc.",Technology,0.0002743206053819,-3.55
K,2020-03-20,61.470001220703125,55.810001373291016,Kellogg Company,Consumer Defensive,0.0007403691368097,-9.21
KDP,2020-03-20,24.56999969482422,23.530000686645508,Keurig Dr Pepper Inc.,Consumer Defensive,0.0015305394163508,-4.23
KEY,2020-03-20,9.5,9.1899995803833,KeyCorp,Financial Services,0.0004792341010108,-3.26
KEYS,2020-03-20,86.18000030517578,83.08999633789062,Keysight Technologies Inc.,Technology,0.0007673300133693,-3.59
KMB,2020-03-20,125.86000061035156,118.27999877929688,Kimberly-Clark Corporation,Consumer Defensive,0.0013544799066872,-6.02
KIM,2020-03-20,10.470000267028809,10.630000114440918,Kimco Realty Corporation,Real Estate,0.0003700774790609,1.53
KMI,2020-03-20,11.84000015258789,12.350000381469728,"Kinder Morgan, Inc.",Energy,0.0011225921673612,4.31
KLAC,2020-03-20,129.7100067138672,114.0199966430664,KLA Corporation,Technology,0.0014146903650606,-12.1
KHC,2020-03-20,22.450000762939453,22.280000686645508,The Kraft Heinz Company,Consumer Defensive,0.0014122163180398,-0.76
KR,2020-03-20,34.25,31.770000457763672,Kroger Company (The),Consumer Defensive,0.0010406854139992,-7.24
LHX,2020-03-20,160.47999572753906,154.0399932861328,"L3Harris Technologies, Inc.",Industrials,0.0013547893909327,-4.01
LH,2020-03-20,116.94000244140624,107.23999786376952,Laboratory Corporation of Ameri,Healthcare,0.0006827067775709,-8.29
LRCX,2020-03-20,200.00999450683597,187.88999938964844,Lam Research Corporation,Technology,0.0016992625295048,-6.06
LW,2020-03-20,49.45000076293945,47.630001068115234,"Lamb Weston Holdings, Inc.",Consumer Defensive,0.0003221493798046,-3.68
LVS,2020-03-20,42.150001525878906,43.310001373291016,Las Vegas Sands Corp.,Consumer Cyclical,0.0007553587218489,2.75
LDOS,2020-03-20,77.18000030517578,72.51000213623047,"Leidos Holdings, Inc.",Technology,0.0004165108948613,-6.05
LEN,2020-03-20,32.2599983215332,34.08000183105469,Lennar Corporation,Consumer Cyclical,0.0007053679423719,5.64
LNC,2020-03-20,19.46999931335449,17.059999465942383,Lincoln National Corporation,Financial Services,0.0002568511880004,-12.38
LIN,2020-03-20,154.10000610351562,151.3000030517578,Linde plc,Basic Materials,0.0041690321881946,-1.82
LYV,2020-03-20,34.5,33.970001220703125,"Live Nation Entertainment, Inc.",Communication Services,0.0005483237488645,-1.54
LKQ,2020-03-20,17.530000686645508,16.299999237060547,LKQ Corporation,Consumer Cyclical,0.0004376273788499,-7.02
LMT,2020-03-20,314.20001220703125,291.2200012207031,Lockheed Martin Corporation,Industrials,0.0033949700703598,-7.31
L,2020-03-20,37.540000915527344,31.26000022888184,Loews Corporation,Financial Services,0.0004354803547332,-16.73
LOW,2020-03-20,72.25,66.36000061035156,"Lowe's Companies, Inc.",Consumer Cyclical,0.0036261800136107,-8.15
LUMN,2020-03-20,10.170000076293944,9.100000381469728,"Lumen Technologies, Inc.",Communication Services,0.0003303368275404,-10.52
LYB,2020-03-20,42.959999084472656,42.0,LyondellBasell Industries NV,Basic Materials,0.0008503176474623,-2.23
MTB,2020-03-20,106.73999786376952,98.76000213623048,M&T Bank Corporation,Financial Services,0.000604166289585,-7.48
MRO,2020-03-20,4.0,3.559999942779541,Marathon Oil Corporation,Energy,0.0004782814412715,-11.0
MPC,2020-03-20,17.610000610351562,18.950000762939453,Marathon Petroleum Corporation,Energy,0.0015147189373631,7.61
MKTX,2020-03-20,310.6099853515625,310.6300048828125,"MarketAxess Holdings, Inc.",Financial Services,0.0002902253978167,0.01
MAR,2020-03-20,73.70999908447266,74.58000183105469,Marriott International,Consumer Cyclical,0.0013472822360948,1.18
MMC,2020-03-20,79.80999755859375,79.87000274658203,"Marsh & McLennan Companies, Inc",Financial Services,0.0022991305688861,0.08
MLM,2020-03-20,170.0,153.6199951171875,"Martin Marietta Materials, Inc.",Basic Materials,0.0005816756395198,-9.64
MAS,2020-03-20,32.619998931884766,29.46999931335449,Masco Corporation,Industrials,0.0003832964208137,-9.66
MA,2020-03-20,236.0200042724609,211.4199981689453,Mastercard Incorporated,Financial Services,0.0094329151359875,-10.42
MTCH,2020-03-20,51.68000030517578,47.34999847412109,"Match Group, Inc.",Communication Services,0.0005824171350282,-8.38
MKC,2020-03-20,62.51499938964844,62.27000045776367,"McCormick & Company, Incorporat",Consumer Defensive,0.0006539327812862,-0.39
MCD,2020-03-20,153.58999633789062,148.49000549316406,McDonald's Corporation,Consumer Cyclical,0.0055877942015547,-3.32
MCK,2020-03-20,127.87999725341795,124.97000122070312,McKesson Corporation,Healthcare,0.0014863254325317,-2.28
MDT,2020-03-20,80.97000122070312,77.45999908447266,Medtronic plc.,Healthcare,0.0035459187274496,-4.33
MRK,2020-03-20,66.364501953125,68.09160614013672,"Merck & Company, Inc.",Healthcare,0.0070302830968148,2.6
MET,2020-03-20,27.450000762939453,24.3799991607666,"MetLife, Inc.",Financial Services,0.0015455062254931,-11.18
MTD,2020-03-20,718.6699829101562,645.1199951171875,"Mettler-Toledo International, I",Healthcare,0.0008137349897477,-10.23
MGM,2020-03-20,8.890000343322754,9.109999656677246,MGM Resorts International,Consumer Cyclical,0.0004031417783447,2.47
MCHP,2020-03-20,31.059999465942383,29.81999969482422,Microchip Technology Incorporat,Technology,0.0009767595004299,-3.99
MU,2020-03-20,37.77000045776367,36.11000061035156,"Micron Technology, Inc.",Technology,0.001971209661111,-4.4
MSFT,2020-03-20,146.0,137.35000610351562,Microsoft Corporation,Technology,0.0566325505943546,-5.92
MAA,2020-03-20,99.81999969482422,87.5,Mid-America Apartment Communiti,Real Estate,0.0005806554133164,-12.34
MRNA,2020-03-20,29.25,28.200000762939453,"Moderna, Inc.",Healthcare,0.0020887404748815,-3.59
MHK,2020-03-20,66.62000274658203,58.65999984741211,"Mohawk Industries, Inc.",Consumer Cyclical,0.0002567511932875,-11.95
MOH,2020-03-20,120.1999969482422,113.75,Molina Healthcare Inc,Healthcare,0.0004955934370128,-5.37
TAP,2020-03-20,38.72999954223633,36.93999862670898,Molson Coors Beverage Company,Consumer Defensive,0.0003711412778691,-4.62
MDLZ,2020-03-20,46.060001373291016,43.31999969482422,"Mondelez International, Inc.",Consumer Defensive,0.0025949892254919,-5.95
MPWR,2020-03-20,151.60000610351562,135.22000122070312,"Monolithic Power Systems, Inc.",Technology,0.0005281858976634,-10.8
MNST,2020-03-20,55.04999923706055,52.09999847412109,Monster Beverage Corporation,Consumer Defensive,0.0015222805351202,-5.36
MCO,2020-03-20,180.33999633789065,175.8000030517578,Moody's Corporation,Financial Services,0.0015226360583445,-2.52
MS,2020-03-20,31.25,29.670000076293945,Morgan Stanley,Financial Services,0.0040519699245589,-5.06
MOS,2020-03-20,8.569999694824219,9.59000015258789,Mosaic Company (The),Basic Materials,0.0004942112932826,11.9
MSI,2020-03-20,148.64999389648438,136.61000061035156,"Motorola Solutions, Inc.",Technology,0.0010454757819102,-8.1
MSCI,2020-03-20,240.30999755859372,243.07000732421875,MSCI Inc,Financial Services,0.0010304508759614,1.15
NDAQ,2020-03-20,89.81999969482422,80.5,"Nasdaq, Inc.",Financial Services,0.0007695806251881,-10.38
NTAP,2020-03-20,38.959999084472656,36.2400016784668,"NetApp, Inc.",Technology,0.0004251248121311,-6.98
NFLX,2020-03-20,342.3099975585937,332.8299865722656,"Netflix, Inc.",Communication Services,0.0022977435533062,-2.77
NWL,2020-03-20,12.390000343322754,11.420000076293944,Newell Brands Inc.,Consumer Defensive,0.0002414778839074,-7.83
NEM,2020-03-20,42.34999847412109,40.560001373291016,Newmont Corporation,Basic Materials,0.0013738765668705,-4.23
NWSA,2020-03-20,9.359999656677246,9.020000457763672,News Corporation,Communication Services,0.0002764349881063,-3.63
NWS,2020-03-20,9.270000457763672,8.710000038146973,News Corporation,Communication Services,0.0002788585201367,-6.04
NEE,2020-03-20,51.4375,47.9375,"NextEra Energy, Inc.",Utilities,0.0046646858838972,-6.8
NLSN,2020-03-20,15.279999732971191,13.619999885559082,Nielsen N.V.,Industrials,0.0002481435789731,-10.86
NKE,2020-03-20,71.51000213623047,67.44999694824219,"Nike, Inc.",Consumer Cyclical,0.0048835473935709,-5.68
NI,2020-03-20,23.489999771118164,21.0,NiSource Inc,Utilities,0.0003349033644116,-10.6
NDSN,2020-03-20,112.62999725341795,107.23999786376952,Nordson Corporation,Industrials,0.0003550630171397,-4.79
NSC,2020-03-20,138.77000427246094,123.70999908447266,Norfolk Southern Corporation,Industrials,0.0016089887398512,-10.85
NTRS,2020-03-20,67.55999755859375,64.55999755859375,Northern Trust Corporation,Financial Services,0.0005943943945644,-4.44
NOC,2020-03-20,300.94000244140625,284.0199890136719,Northrop Grumman Corporation,Industrials,0.0021936596534005,-5.62
NLOK,2020-03-20,16.700000762939453,16.959999084472656,NortonLifeLock Inc.,Technology,0.0003989085673331,1.56
NCLH,2020-03-20,9.09000015258789,8.720000267028809,Norwegian Cruise Line Holdings ,Consumer Cyclical,0.0001437988828686,-4.07
NRG,2020-03-20,24.38999938964844,23.309999465942383,"NRG Energy, Inc.",Utilities,0.000274397824198,-4.43
NUE,2020-03-20,31.84000015258789,30.6299991607666,Nucor Corporation,Basic Materials,0.0009277649532971,-3.8
NVDA,2020-03-20,54.75,51.4375,NVIDIA Corporation,Technology,0.0111758592779469,-6.05
NVR,2020-03-20,2733.93994140625,2326.889892578125,"NVR, Inc.",Consumer Cyclical,0.0004518387163653,-14.89
NXPI,2020-03-20,78.83999633789062,73.58000183105469,NXP Semiconductors N.V.,Technology,0.0012038570545391,-6.67
ORLY,2020-03-20,290.7300109863281,263.7699890136719,"O'Reilly Automotive, Inc.",Consumer Cyclical,0.0013088824393792,-9.27
OXY,2020-03-20,11.149999618530272,10.229999542236328,Occidental Petroleum Corporatio,Energy,0.0015932972430815,-8.25
ODFL,2020-03-20,109.01333618164062,112.45333099365234,"Old Dominion Freight Line, Inc.",Industrials,0.0008987837207102,3.16
OMC,2020-03-20,55.52000045776367,49.5099983215332,Omnicom Group Inc.,Communication Services,0.0004058411788584,-10.82
ON,2020-03-20,10.890000343322754,10.81999969482422,ON Semiconductor Corporation,Technology,0.0006760378244559,-0.64
OKE,2020-03-20,22.739999771118164,20.670000076293945,"ONEOK, Inc.",Energy,0.000729306567035,-9.1
ORCL,2020-03-20,45.02000045776367,45.650001525878906,Oracle Corporation,Technology,0.005591041776495,1.4
OTIS,2020-03-20,45.0099983215332,45.0,Otis Worldwide Corporation,Industrials,0.0008694959878856,-0.02
PCAR,2020-03-20,55.459999084472656,52.29999923706055,PACCAR Inc.,Industrials,0.000829179544641,-5.7
PKG,2020-03-20,88.43000030517578,85.87999725341797,Packaging Corporation of Americ,Consumer Cyclical,0.0003901606741994,-2.88
PH,2020-03-20,107.77999877929688,102.43000030517578,Parker-Hannifin Corporation,Industrials,0.0009519222631089,-4.96
PAYX,2020-03-20,58.27999877929688,51.970001220703125,"Paychex, Inc.",Industrials,0.0012320254799191,-10.83
PAYC,2020-03-20,203.25999450683597,192.80999755859372,"Paycom Software, Inc.",Technology,0.0005297558511955,-5.14
PYPL,2020-03-20,95.63999938964844,86.68000030517578,"PayPal Holdings, Inc.",Financial Services,0.0024955518521379,-9.37
PENN,2020-03-20,7.170000076293945,7.889999866485596,"Penn National Gaming, Inc.",Consumer Cyclical,0.0001503601528831,10.04
PNR,2020-03-20,25.0,23.780000686645508,Pentair plc.,Industrials,0.000227280476837,-4.88
PEP,2020-03-20,118.23999786376952,103.93000030517578,"Pepsico, Inc.",Consumer Defensive,0.0069687662519723,-12.1
PKI,2020-03-20,68.16000366210938,70.88999938964844,"PerkinElmer, Inc.",Healthcare,0.0005201115986344,4.01
PFE,2020-03-20,28.72865295410156,27.523719787597656,"Pfizer, Inc.",Healthcare,0.0086855276126506,-4.19
PM,2020-03-20,64.9000015258789,61.09000015258789,Philip Morris International Inc,Consumer Defensive,0.0043422814932153,-5.87
PSX,2020-03-20,47.18999862670898,48.34999847412109,Phillips 66,Energy,0.0010490546426231,2.46
PNW,2020-03-20,69.25,65.55000305175781,Pinnacle West Capital Corporati,Utilities,0.000238185061664,-5.34
PXD,2020-03-20,62.810001373291016,61.7599983215332,Pioneer Natural Resources Compa,Energy,0.001526947401644,-1.67
PNC,2020-03-20,94.08000183105467,89.48999786376953,"PNC Financial Services Group, I",Financial Services,0.0019742132781828,-4.88
POOL,2020-03-20,193.25999450683597,167.77999877929688,Pool Corporation,Consumer Cyclical,0.0004455104577823,-13.18
PPG,2020-03-20,77.11000061035156,79.72000122070312,"PPG Industries, Inc.",Basic Materials,0.0008190808094107,3.38
PPL,2020-03-20,22.1299991607666,19.670000076293945,PPL Corporation,Utilities,0.0006080744264324,-11.12
PFG,2020-03-20,27.049999237060547,25.68000030517578,Principal Financial Group Inc,Financial Services,0.0005180796110662,-5.06
PG,2020-03-20,109.19000244140624,102.43000030517578,Procter & Gamble Company (The),Consumer Defensive,0.0104159511011495,-6.19
PGR,2020-03-20,67.19999694824219,68.27999877929688,Progressive Corporation (The),Financial Services,0.0020340216871684,1.61
PLD,2020-03-20,64.88999938964844,62.81999969482422,"Prologis, Inc.",Real Estate,0.0026581086652589,-3.19
PRU,2020-03-20,45.220001220703125,42.2599983215332,"Prudential Financial, Inc.",Financial Services,0.0010792632768174,-6.55
PEG,2020-03-20,39.13999938964844,37.81999969482422,Public Service Enterprise Group,Utilities,0.0009283304532389,-3.37
PTC,2020-03-20,50.43000030517578,48.45000076293945,PTC Inc.,Technology,0.0003617131222866,-3.93
PSA,2020-03-20,186.25999450683597,171.22000122070312,Public Storage,Real Estate,0.0016027049064466,-8.07
PHM,2020-03-20,20.030000686645508,19.770000457763672,"PulteGroup, Inc.",Consumer Cyclical,0.0003317096538583,-1.3
PVH,2020-03-20,34.59000015258789,31.56999969482422,PVH Corp.,Consumer Cyclical,0.0001187727928655,-8.73
QRVO,2020-03-20,75.37000274658203,70.8499984741211,"Qorvo, Inc.",Technology,0.0003210336653491,-6.0
PWR,2020-03-20,27.420000076293945,25.1299991607666,"Quanta Services, Inc.",Industrials,0.0005411836878936,-8.35
QCOM,2020-03-20,65.02999877929688,60.90999984741211,QUALCOMM Incorporated,Technology,0.0044277215554965,-6.34
DGX,2020-03-20,81.04000091552734,75.23999786376953,Quest Diagnostics Incorporated,Healthcare,0.0004891323291812,-7.16
RL,2020-03-20,72.0999984741211,66.61000061035156,Ralph Lauren Corporation,Consumer Cyclical,0.0002041928729511,-7.61
RJF,2020-03-20,44.18000030517578,40.9466667175293,"Raymond James Financial, Inc.",Financial Services,0.0005496437765124,-7.32
RTX,2020-03-20,53.39836502075195,51.93832778930664,Raytheon Technologies Corporati,Industrials,0.0042059461925797,-2.73
O,2020-03-20,48.51744079589844,45.94961166381836,Realty Income Corporation,Real Estate,0.0011668609594883,-5.29
REG,2020-03-20,37.720001220703125,35.29999923706055,Regency Centers Corporation,Real Estate,0.0003080108459916,-6.42
REGN,2020-03-20,493.010009765625,438.4500122070313,"Regeneron Pharmaceuticals, Inc.",Healthcare,0.0019509673696341,-11.07
RF,2020-03-20,8.399999618530273,8.260000228881836,Regions Financial Corporation,Financial Services,0.0005377285721605,-1.67
RSG,2020-03-20,73.63999938964844,71.54000091552734,"Republic Services, Inc.",Industrials,0.0012106771567879,-2.85
RMD,2020-03-20,134.49000549316406,114.33999633789062,ResMed Inc.,Healthcare,0.0009350035474261,-14.98
RHI,2020-03-20,38.84999847412109,35.0,Robert Half International Inc.,Industrials,0.0002551027420787,-9.91
ROK,2020-03-20,137.5800018310547,126.79000091552734,"Rockwell Automation, Inc.",Industrials,0.0006846608155455,-7.84
ROL,2020-03-20,23.933332443237305,23.333332061767575,"Rollins, Inc.",Consumer Cyclical,0.0005252629097023,-2.51
ROP,2020-03-20,304.010009765625,283.1499938964844,"Roper Technologies, Inc.",Industrials,0.0012262379661921,-6.86
ROST,2020-03-20,65.43000030517578,63.900001525878906,"Ross Stores, Inc.",Consumer Cyclical,0.0007887163369274,-2.34
RCL,2020-03-20,24.450000762939453,23.809999465942383,D/B/A Royal Caribbean Cruises L,Consumer Cyclical,0.0002525176016626,-2.62
SPGI,2020-03-20,211.00999450683597,208.7899932861328,S&P Global Inc.,Financial Services,0.0024798752145095,-1.05
CRM,2020-03-20,140.4199981689453,139.35000610351562,"Salesforce, Inc.",Technology,0.0048717024656493,-0.76
SBAC,2020-03-20,247.22000122070312,229.3300018310547,SBA Communications Corporation,Real Estate,0.0010300088774069,-7.24
SLB,2020-03-20,14.300000190734863,14.279999732971191,Schlumberger N.V.,Energy,0.0013650955451595,-0.14
STX,2020-03-20,43.08000183105469,40.72999954223633,Seagate Technology Holdings PLC,Technology,0.0004950564982893,-5.45
SEE,2020-03-20,22.0,24.020000457763672,Sealed Air Corporation,Consumer Cyclical,0.0002488672008833,9.18
SRE,2020-03-20,99.1500015258789,99.63999938964844,DBA Sempra,Utilities,0.0013944313874989,0.49
NOW,2020-03-20,276.0599975585937,254.6999969482422,"ServiceNow, Inc.",Technology,0.0025322692773919,-7.74
SHW,2020-03-20,151.07333374023438,137.56666564941406,Sherwin-Williams Company (The),Basic Materials,0.00192230640026,-8.94
SBNY,2020-03-20,92.76000213623048,80.6500015258789,Signature Bank,Financial Services,0.0003405553189236,-13.06
SPG,2020-03-20,58.970001220703125,48.13999938964844,"Simon Property Group, Inc.",Real Estate,0.0009537101710123,-18.37
SWKS,2020-03-20,80.0,73.66999816894531,"Skyworks Solutions, Inc.",Technology,0.0004746217687534,-7.91
SJM,2020-03-20,107.1500015258789,104.16999816894533,J.M. Smucker Company (The) New,Consumer Defensive,0.0004289094780403,-2.78
SNA,2020-03-20,108.81999969482422,99.87000274658205,Snap-On Incorporated,Industrials,0.000317676595589,-8.22
SEDG,2020-03-20,81.88999938964844,69.61000061035156,"SolarEdge Technologies, Inc.",Technology,0.0004144253778457,-15.0
SO,2020-03-20,51.0099983215332,46.36000061035156,Southern Company (The),Utilities,0.0022683480308093,-9.12
LUV,2020-03-20,32.060001373291016,31.940000534057617,Southwest Airlines Company,Industrials,0.0006783419657221,-0.37
SWK,2020-03-20,85.12000274658203,79.44999694824219,"Stanley Black & Decker, Inc.",Industrials,0.0005200776783816,-6.66
STT,2020-03-20,47.84000015258789,46.66999816894531,State Street Corporation,Financial Services,0.0006779858944147,-2.45
STE,2020-03-20,121.41000366210938,115.6999969482422,STERIS plc (Ireland),Healthcare,0.0006184603571963,-4.7
SYK,2020-03-20,153.25999450683594,139.3800048828125,Stryker Corporation,Healthcare,0.0021954668660079,-9.06
SIVB,2020-03-20,169.66000366210938,150.63999938964844,SVB Financial Group,Financial Services,0.0007181061239168,-11.21
SYF,2020-03-20,14.970000267028809,13.40999984741211,Synchrony Financial,Financial Services,0.0004956746751049,-10.42
SNPS,2020-03-20,116.5999984741211,110.0,"Synopsys, Inc.",Technology,0.0013980084212681,-5.66
SYY,2020-03-20,41.68999862670898,35.33000183105469,Sysco Corporation,Consumer Defensive,0.0013169323182621,-15.26
TMUS,2020-03-20,80.0,74.55000305175781,"T-Mobile US, Inc.",Communication Services,0.0049932380615836,-6.81
TROW,2020-03-20,102.4000015258789,90.33999633789062,"T. Rowe Price Group, Inc.",Financial Services,0.000775376238365,-11.78
TTWO,2020-03-20,108.5199966430664,100.1500015258789,"Take-Two Interactive Software, ",Communication Services,0.0004182418325735,-7.71
TPR,2020-03-20,13.06999969482422,12.039999961853027,"Tapestry, Inc.",Consumer Cyclical,0.0002557533775922,-7.88
TGT,2020-03-20,99.3000030517578,97.4000015258789,Target Corporation,Consumer Defensive,0.0020595388519985,-1.91
TEL,2020-03-20,55.810001373291016,55.560001373291016,TE Connectivity Ltd. New Switze,Technology,0.0010965417785929,-0.45
TDY,2020-03-20,226.72000122070312,233.66000366210935,Teledyne Technologies Incorpora,Technology,0.0005216014102407,3.06
TFX,2020-03-20,258.7900085449219,243.83999633789065,Teleflex Incorporated,Healthcare,0.0003395607308286,-5.78
TER,2020-03-20,48.38999938964844,44.290000915527344,"Teradyne, Inc.",Technology,0.0004346296688957,-8.47
TSLA,2020-03-20,87.63999938964844,85.50599670410156,"Tesla, Inc.",Consumer Cyclical,0.0208798665359367,-2.43
TXN,2020-03-20,104.5,97.5999984741211,Texas Instruments Incorporated,Technology,0.0042416919274319,-6.6
TXT,2020-03-20,25.780000686645508,22.290000915527344,Textron Inc.,Industrials,0.0003990990871013,-13.54
TMO,2020-03-20,277.4599914550781,278.3699951171875,Thermo Fisher Scientific Inc,Healthcare,0.0062210016474766,0.33
TJX,2020-03-20,42.72999954223633,37.369998931884766,"TJX Companies, Inc. (The)",Consumer Cyclical,0.0020920662430079,-12.54
TSCO,2020-03-20,75.81999969482422,75.91000366210938,Tractor Supply Company,Consumer Cyclical,0.0006651234807052,0.12
TT,2020-03-20,82.11000061035156,75.68000030517578,Trane Technologies plc,Industrials,0.0009180235073365,-7.83
TDG,2020-03-20,313.4800109863281,302.510009765625,Transdigm Group Incorporated,Industrials,0.0008899804102873,-3.5
TRV,2020-03-20,86.1500015258789,89.51000213623047,"The Travelers Companies, Inc.",Financial Services,0.0012090526385402,3.9
TRMB,2020-03-20,25.68000030517578,26.0,Trimble Inc.,Technology,0.0004293192614894,1.25
TFC,2020-03-20,30.309999465942383,30.040000915527344,Truist Financial Corporation,Financial Services,0.001873930151739,-0.89
TWTR,2020-03-20,24.96999931335449,23.950000762939453,"Twitter, Inc.",Communication Services,0.0008098355004334,-4.08
TYL,2020-03-20,265.2699890136719,260.760009765625,"Tyler Technologies, Inc.",Technology,0.0003950083776903,-1.7
TSN,2020-03-20,57.15999984741211,53.619998931884766,"Tyson Foods, Inc.",Consumer Defensive,0.0008930750700485,-6.19
USB,2020-03-20,33.880001068115234,32.56999969482422,U.S. Bancorp,Financial Services,0.0020370350479395,-3.87
UDR,2020-03-20,33.849998474121094,32.029998779296875,"UDR, Inc.",Real Estate,0.0004121568315306,-5.38
ULTA,2020-03-20,156.35000610351562,148.05999755859375,"Ulta Beauty, Inc.",Consumer Cyclical,0.0006067975146534,-5.3
UNP,2020-03-20,124.0999984741211,117.83999633789062,Union Pacific Corporation,Industrials,0.0039474916484283,-5.04
UPS,2020-03-20,96.1500015258789,93.45999908447266,"United Parcel Service, Inc.",Industrials,0.0046356910710295,-2.8
URI,2020-03-20,79.52999877929688,70.0999984741211,"United Rentals, Inc.",Industrials,0.0005402789245256,-11.86
UNH,2020-03-20,223.17999267578125,206.58999633789065,UnitedHealth Group Incorporated,Healthcare,0.0144070141364353,-7.43
UHS,2020-03-20,86.75,75.41999816894531,"Universal Health Services, Inc.",Healthcare,0.0002433777682289,-13.06
VLO,2020-03-20,38.4900016784668,38.65999984741211,Valero Energy Corporation,Energy,0.0012747731588062,0.44
VTR,2020-03-20,20.71999931335449,21.6200008392334,"Ventas, Inc.",Real Estate,0.0006096258669361,4.34
VRSN,2020-03-20,167.0399932861328,157.1300048828125,"VeriSign, Inc.",Technology,0.0005761335452162,-5.93
VRSK,2020-03-20,137.39999389648438,124.25,"Verisk Analytics, Inc.",Industrials,0.0008342241013047,-9.57
VZ,2020-03-20,52.720001220703125,51.79999923706055,Verizon Communications Inc.,Communication Services,0.0063384668130739,-1.75
VRTX,2020-03-20,217.6999969482422,206.0,Vertex Pharmaceuticals Incorpor,Healthcare,0.0021925591025768,-5.37
VFC,2020-03-20,57.560001373291016,52.77999877929688,V.F. Corporation,Consumer Cyclical,0.000528382172304,-8.3
VTRS,2020-03-20,16.15999984741211,15.25,Viatris Inc.,Healthcare,0.0003675286491488,-5.63
VICI,2020-03-20,11.5,12.3100004196167,VICI Properties Inc.,Real Estate,0.000589486006097,7.04
VNO,2020-03-20,33.380001068115234,29.65999984741211,Vornado Realty Trust,Real Estate,0.0001679705341877,-11.14
VMC,2020-03-20,90.55999755859376,84.6500015258789,Vulcan Materials Company (Holdi,Basic Materials,0.0005859471554489,-6.53
WAB,2020-03-20,43.0,40.75,Westinghouse Air Brake Technolo,Industrials,0.0004562484710267,-5.23
WBA,2020-03-20,48.400001525878906,46.41999816894531,"Walgreens Boots Alliance, Inc.",Healthcare,0.0009754402035594,-4.09
WMT,2020-03-20,119.5,113.97000122070312,Walmart Inc.,Consumer Defensive,0.0103160811075513,-4.63
WM,2020-03-20,100.0999984741211,98.30999755859376,"Waste Management, Inc.",Industrials,0.0018786316083949,-1.79
WAT,2020-03-20,178.44000244140625,173.4600067138672,Waters Corporation,Healthcare,0.0006196384922248,-2.79
WEC,2020-03-20,90.56999969482422,74.08999633789062,"WEC Energy Group, Inc.",Utilities,0.000942273564985,-18.2
WFC,2020-03-20,28.68000030517578,26.5,Wells Fargo & Company,Financial Services,0.004695051635241,-7.6
